,Precio,Título,Combustible,Año,kilometraje,Cambio,Potencia,B
1465,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,21000,Manual,119,Diésel
1466,27400,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,53119,Manual,130,Diésel
1467,26700,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,84272,Manual,130,Diésel
1468,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,14287,Manual,119,Diésel
1469,27100,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,73902,Manual,130,Diésel
1470,27900,Ford Transit Custom Combi 2.0 TDCI 77KW 320 Ambiente SWB 105 4P 9 PLAZAS,Diésel,2020,60622,Manual,105,Diésel
1471,22800,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,108823,Manual,157,Diésel
1472,26600,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,21216,Manual,115,Diésel
1473,22231,Ford Transit Custom Combi 2.0 TDCI 77KW 320 Ambiente SWB 105 4P 9 PLAZAS,Diésel,2020,60622,Manual,105,Diésel
1474,20578,Volkswagen Transporter 6.1 Furgón Batalla Larga 2.0 TDI 81kW (110CV) 5Vel.,Diésel,2021,111371,Manual,110,Diésel
1475,4000,Renault Scenic Único Propietario,Diésel,2008,219000,Manual,105,Diésel
1476,6500,Renault Megane 2013,Gasolina,2013,212000,Manual,100,Gasolina
1477,20000,Renault Trafic 2020,,2020,95000,,140,
1478,1600,Renault Clio 105cv 1.5dci 2007,Diésel,2007,281000,Manual,105,Diésel
1479,15000,Renault Captur 2018,Diésel,2018,130000,Manual,110,Diésel
1481,14793,Toyota Proace 1.5D 100CV BUSINESS 1PL 2PT L1,Diésel,2020,114348,Manual,100,Diésel
1482,16446,Peugeot Boxer Furgón 335 L2 H2 BHDI 140 S&S 6VEL. MAN.,Diésel,2021,176535,Manual,140,Diésel
1483,8842,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,119494,Manual,95,Diésel
1484,8925,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,105743,Manual,95,Diésel
1485,9008,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,91849,Manual,95,Diésel
1486,16446,Citroën Jumper BlueHDi 120 S&S 6v Furgón 30 L1H1,Diésel,2020,88289,Manual,120,Diésel
1487,8263,Dacia Dokker 1.6 GLP FURGÓN 100CV,Otros,2019,180427,Manual,100,Otros
1488,8760,Dacia Dokker 1.6 GLP FURGÓN 100CV,Otros,2019,126431,Manual,100,Otros
1489,16115,Citroën Jumper BlueHDi 120 S&S 6v Furgón 35 L2H2,Diésel,2021,149113,Manual,120,Diésel
1490,9008,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,99928,Manual,95,Diésel
1491,16446,Citroën Jumper BlueHDi 140 S&S 6v Furgón 35 L2H2,Diésel,2021,110167,Manual,140,Diésel
1492,9008,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,97226,Manual,95,Diésel
1493,8925,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,103904,Manual,95,Diésel
1494,24710,Iveco Daily Chasis Cabina 35C16 3450 154CV,Diésel,2019,145136,Manual,154,Diésel
1496,14490,Renault Grand Scénic Life TCe 85kW (115CV),Gasolina,2018,138957,Manual,115,Gasolina
1497,14490,Renault Grand Scénic Life TCe 85kW (115CV),Gasolina,2018,138957,Manual,115,Gasolina
1498,32800,Renault Master CAMPERIZADA,Diésel,2014,78120,Manual,110,Diésel
1499,2200,Renault Clio 2002,Diésel,2002,129000,Manual,80,Diésel
1500,5000,Renault Grand Scenic 2010,Diésel,2010,230000,Manual,106,Diésel
1501,6990,Dacia DOKKER FURGON 1.5 DCI 90CV,Diésel,2017,166700,Manual,90,Diésel
1502,22900,RENAULT Captur Híbrido Enchufable RENAULT Captur E-TECH Híbrido Enchufable Zen 117kW,Gasolina,2020,61400,,159,Hybrid
1503,24727,Renault Koleos Zen Blue dCi 110 kW (150 CV) X-Tronic 4x2,Diésel,2020,63664,Automático,150,Diésel
1504,4800,Renault Megane 2010,,2010,240000,Manual,105,
1505,14450,Renault Captur 2018,Gasolina,2018,36000,Manual,120,Gasolina
1506,2450,Renault Megane 1.9 dCi 130cv 4P,Diésel,2007,292900,Manual,130,Diésel
1507,15000,Renault Trafic 2011,Diésel,2011,234,Manual,115,Diésel
1508,10490,Renault Kangoo Kangoo Fg. 1.5dCi Profesional 55kW,Diésel,2018,27792,Manual,75,Diésel
1509,19000,Renault Trafic 2015 Extra Larga,Diésel,2015,250000,Manual,145,Diésel
1510,10990,Renault Megane Intens Energy TCe 130,Gasolina,2016,100930,Manual,132,Gasolina
1511,6900,Renault Maxity 2007,Diésel,2007,180000,Manual,110,Diésel
1512,19990,Renault Trafic SL LIMITED ADVENTURE Energy dCi 88kW-SS,Diésel,2020,63489,Manual,120,Diésel
1513,17272,Fiat Talento 2.0 120CV,Diésel,2020,70325,Manual,120,Diésel
1514,8264,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,195147,Manual,95,Diésel
1515,10165,Fiat Doblo 1.3 JTDI Combi 80CV,Diésel,2018,115997,Manual,80,Diésel
1516,13140,Citroën Berlingo Talla M BlueHDI 100CV 1.5,Diésel,2019,68826,Manual,100,Diésel
1517,14867,Mercedes-Benz Citan 111 CDI 1.4 81CV,Diésel,2020,124957,Manual,81,Diésel
1518,15619,Peugeot Expert V220 Furgón Pro 2.0 BlueHDi 120 S&S Standard,Diésel,2020,116590,Manual,120,Diésel
1519,15619,Opel Vivaro 2.0 Diésel 110kW (150CV) M Std Select,Diésel,2020,96514,Manual,150,Diésel
1520,9504,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,118043,Manual,95,Diésel
1521,9600,Mercedes-Benz Citan 109 CDI,Diésel,2020,107000,Manual,90,Diésel
1522,15867,Peugeot Expert V220 Furgón Pro 2.0 BlueHDi 120 S&S Standard,Diésel,2020,102478,Manual,120,Diésel
1523,23058,Mercedes-Benz Citan 110 CDI Tourer Largo 1.5 95CV,Diésel,2023,5320,Manual,95,Diésel
1524,10661,Citroën Berlingo Furgon 1.5 HDI 100CV,Diésel,2020,96200,Manual,100,Diésel
1525,16942,Opel Vivaro 2.0 Diésel 88kW 120CV L Inc. Express,Diésel,2021,121936,Manual,120,Diésel
1526,21404,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,95840,Manual,157,Diésel
1527,20578,Ford Transit Custom Van 2.0 TDCI 96KW 280 L1 MHEV Trend,,2020,120348,Manual,129,
1528,13966,Peugeot Partner TEPEE Allure1.6 BlueHDi 120 combi,Diésel,2019,87832,Manual,120,Diésel
1529,12231,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2020,42950,Manual,95,Diésel
1530,20578,Ford Transit 350 96kW L3H2 Van Trend FWD MHEV,,2021,157265,Manual,131,
1531,16363,Peugeot Expert Furgón Premium 1.5 BlueHDi 100 Standard,Diésel,2021,123566,Manual,100,Diésel
1532,13966,Fiat Talento 1.2 Base Corto 2.0 MJet 120CV,Diésel,2020,119860,Manual,120,Diésel
1533,10413,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,123714,Manual,95,Diésel
1534,17272,Ford Transit Custom Van 2.0 TDCI 96KW 280 L1 Trend,Diésel,2021,123095,Manual,130,Diésel
1535,7355,Fiat Doblo 1.3 90CV,Diésel,2018,209748,Manual,90,Diésel
1536,9008,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,144491,Manual,95,Diésel
1537,10330,Fiat Doblo Cargo SX 1.3 Mjet 70 kW (95 CV),Diésel,2019,64830,Manual,95,Diésel
1538,9008,Citroën Nemo HDi 59KW (80CV),Diésel,2018,139799,Manual,80,Diésel
1539,13140,Citroën Berlingo Talla M BlueHDI 75CV Control,Diésel,2021,129440,Manual,75,Diésel
1540,17272,Citroën Jumper 35 L4H3 Heavy HDi 150 furgón 96KW (130CV),Diésel,2018,152278,Manual,130,Diésel
1541,10413,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,113413,Manual,95,Diésel
1542,16115,Peugeot Expert Furgón Pro 2.0 BlueHDi 120 S&S Standard,Diésel,2020,90028,Manual,120,Diésel
1543,21239,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,104919,Manual,157,Diésel
1544,15289,Peugeot Expert Furgón Pro 1.5 BlueHDi 120 S&S Standard,Diésel,2020,123450,Manual,120,Diésel
1545,13140,Mercedes-Benz Citan Combi 109 CDI Tourer Select Largo 90CV,Diésel,2018,119000,Manual,90,Diésel
1546,12314,Citroën Berlingo Talla M BlueHDi 100CV Control,Diésel,2019,86251,Manual,100,Diésel
1547,10495,Citroën Berlingo Furgon 1.5 HDI 100CV,Diésel,2020,103352,Manual,100,Diésel
1548,12314,Ford Transit Courier Combi 1.5TDCI 56KW Trend 75 4P,Diésel,2020,67215,Manual,75,Diésel
1549,16942,Opel Vivaro 2.0 Diésel 88kW (120CV) L Inc. Express,Diésel,2021,123967,Manual,120,Diésel
1550,8263,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,212016,Manual,95,Diésel
1551,15619,Peugeot Expert Furgón Pro 1.5 BlueHDi 120 S&S Standard,Diésel,2020,111427,Manual,120,Diésel
1552,10165,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2020,141955,Manual,95,Diésel
1553,21239,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,106098,Manual,157,Diésel
1554,12314,Citroën Berlingo Talla M BlueHDi 100CV Control,Diésel,2019,132704,Manual,100,Diésel
1555,14041,Nissan NV200 15dCI COMFORT FURGÓN,Diésel,2019,43626,Manual,90,Diésel
1556,9909,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,156848,Manual,95,Diésel
1557,15537,Toyota Proace 1.5D 120CV GX 1PL 2PT L1,Diésel,2021,121768,Manual,120,Diésel
1558,19752,Ford Transit 350 96kW L3H2 Van Trend FWD,Diésel,2021,102860,Manual,131,Diésel
1559,15454,Opel Vivaro 2.0 Diésel 110kW (150CV) M Std Select,Diésel,2020,106642,Manual,150,Diésel
1560,15694,Toyota Proace 1.5D 120CV GX 1PL 2PT L1,Diésel,2021,123395,Manual,120,Diésel
1561,14041,Nissan NV200 15dCI COMFORT FURGÓN,Diésel,2018,64635,Manual,90,Diésel
1562,65206,Mercedes-Benz Clase V 250 d larga 7 PLAZAS,Diésel,2023,29800,Automático,191,Diésel
1563,17272,Fiat Talento 2.0 120CV,Diésel,2020,76306,Manual,120,Diésel
1564,16942,Opel Vivaro Combi 1.6 CDTI 92KW S,Diésel,2018,113985,Manual,125,Diésel
1565,7429,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,140503,Manual,95,Diésel
1566,12388,Volkswagen Caddy Profesional Furgón 2.0 TDI 75kW BMT (102CV) 4P manual,Diésel,2019,79030,Manual,102,Diésel
1567,15289,Nissan NV250 1.5dCI Furgón L1H1,Diésel,2021,11598,Manual,80,Diésel
1568,23884,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,85948,Manual,157,Diésel
1569,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,105793,Manual,90,Diésel
1570,9434,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,124199,Manual,90,Diésel
1571,9008,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,96009,Manual,95,Diésel
1572,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,106607,Manual,90,Diésel
1573,9186,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,142149,Manual,90,Diésel
1574,7355,Fiat Fiorino Cargo Base 1.3 Mjet 59kW (80CV) E6,Diésel,2018,101600,Manual,80,Diésel
1575,7933,Opel Combo Cargo 1.3 CDTI 70kW (95CV) L1 H1,Diésel,2018,120259,Manual,95,Diésel
1576,9517,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,116798,Manual,90,Diésel
1577,13966,Fiat Talento 1.2 Base Corto 2.0 MJet 120CV,Diésel,2020,114467,Manual,120,Diésel
1578,9352,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,127500,Manual,90,Diésel
1579,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,109222,Manual,90,Diésel
1580,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,106094,Manual,90,Diésel
1581,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,107367,Manual,90,Diésel
1582,9090,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,86646,Manual,95,Diésel
1583,8677,Toyota Yaris 70 ECOVAN (VAN N1 FURGÓN) MANUAL 3P BUSINESS,Gasolina,2019,43193,Manual,70,Gasolina
1584,9600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,108866,Manual,90,Diésel
1585,9269,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,135645,Manual,90,Diésel
1586,82900,Mercedes-Benz Clase V 250 d larga 7 PLAZAS,Diésel,2023,19800,Automático,191,Diésel
1587,19500,Peugeot Expert Furgón Pro 1.5 BlueHDi 120 S&S Standard,Diésel,2020,123450,Manual,120,Diésel
1588,10434,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,124199,Manual,90,Diésel
1589,19500,Nissan NV250 1.5dCI Furgón L1H1,Diésel,2021,11598,Manual,80,Diésel
1590,28500,Mercedes-Benz Clase A A 180 d,Diésel,2021,73148,Automático,115,Diésel
1591,10500,Opel Meriva 1.7 CDTI 110 CV Design Edition,Diésel,2012,106868,Manual,110,Diésel
1592,20200,Peugeot Expert V220 Furgón Pro 2.0 BlueHDi 120 S&S Standard,Diésel,2020,102478,Manual,120,Diésel
1593,11999,Peugeot 208 BLUEHDI 100 ¤6.c S&S ALLURE BUSINESS,Diésel,2019,128700,Manual,100,Diésel
1594,28500,Mercedes-Benz Clase A A 180 d,Diésel,2021,71033,Automático,115,Diésel
1595,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,108866,Manual,90,Diésel
1596,19900,Peugeot 308 5p Allure Pack BlueHDI 130 S&S,Diésel,2021,68838,Manual,130,Diésel
1597,16900,Mercedes-Benz Citan Combi 109 CDI Tourer Select Largo 90CV,Diésel,2018,119000,Manual,90,Diésel
1598,23999,Peugeot Rifter Active Pack Business Standard BlueHDi 100,Diésel,2023,6,Manual,100,Diésel
1599,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,106094,Manual,90,Diésel
1600,19900,Peugeot Expert V220 Furgón Pro 2.0 BlueHDi 120 S&S Standard,Diésel,2020,116590,Manual,120,Diésel
1601,49900,Mercedes-Benz Clase V 220 d Clase V Largo,Diésel,2021,73859,Automático,191,Diésel
1602,25900,Mercedes-Benz Clase A A 180 d,Diésel,2018,80366,Automático,115,Diésel
1603,20500,Nissan Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2019,102195,Manual,149,Diésel
1604,28500,Mercedes-Benz Clase A A 180 d,Diésel,2021,65868,Automático,115,Diésel
1605,14900,Opel Vivaro 1.6 96CV Furgón,Diésel,2018,160729,Manual,96,Diésel
1606,23100,Mercedes-Benz Citan 110 CDI 70kW Tourer Base Largo,Diésel,2023,5320,Manual,95,Diésel
1607,17900,Peugeot Rifter Access Standard BlueHDi 55kW,Diésel,2019,145845,Manual,74,Diésel
1608,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,106607,Manual,90,Diésel
1609,17990,Nissan NV200 15dCI COMFORT FURGÓN,Diésel,2019,43626,Manual,90,Diésel
1610,63900,Mercedes-Benz CLS CLS 350 d 4MATIC,Diésel,2020,77180,Automático,285,Diésel
1611,20500,Nissan Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2019,97368,Manual,149,Diésel
1612,15900,Mercedes-Benz Citan 111 CDI Mixto Extralargo BE 81KW (110CV),Diésel,2017,111539,Manual,110,Diésel
1613,35900,Mercedes-Benz Clase C C 220 d Estate,Diésel,2020,95613,Automático,194,Diésel
1614,25900,Mercedes-Benz Clase B B 180 d,Diésel,2019,56638,Automático,115,Diésel
1615,19200,Nissan Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2019,148651,Manual,149,Diésel
1616,10434,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,127500,Manual,90,Diésel
1617,19700,Opel Vivaro 2.0 Diésel 110kW (150CV) M Std Select,Diésel,2020,106642,Manual,150,Diésel
1618,19900,Opel Vivaro 2.0 Diésel 110kW (150CV) M Std Select,Diésel,2020,96514,Manual,150,Diésel
1619,42900,Mercedes-Benz Vito 116CDI TOURER PRO LARGA (MIXTA ADAPTABLE) 9 PLAZAS,Diésel,2021,106395,Automático,164,Diésel
1620,10517,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,116798,Manual,90,Diésel
1621,10600,Mercedes-Benz Citan 109 CDI,Diésel,2020,107000,Manual,90,Diésel
1622,10352,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,142149,Manual,90,Diésel
1623,17900,Mercedes-Benz Clase B B 180 d,Diésel,2017,77179,Manual,108,Diésel
1624,18990,Mercedes-Benz Citan 111 CDI 1.4 81CV,Diésel,2020,124957,Manual,81,Diésel
1625,28500,Mercedes-Benz Clase A A 180 d,Diésel,2021,73293,Automático,115,Diésel
1626,18900,Mercedes-Benz Clase B B 180 d,Diésel,2018,81648,Manual,134,Diésel
1627,27900,Mercedes-Benz CLA CLA 200 d Shooting Brake,Diésel,2019,71945,Automático,136,Diésel
1628,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,108148,Manual,90,Diésel
1629,19500,Nissan Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2020,111000,Manual,149,Diésel
1630,39490,Mercedes-Benz Clase E Coupé E 220 d,Diésel,2019,108820,Automático,164,Diésel
1631,28900,Mercedes-Benz Clase C C 200 d,Diésel,2018,125000,Automático,136,Diésel
1632,17800,MINI Cooper D COOPER D 5 PUERTAS,Diésel,2019,99486,Automático,115,Diésel
1633,19900,Peugeot Expert Furgón Pro 1.5 BlueHDi 120 S&S Standard,Diésel,2020,111427,Manual,120,Diésel
1634,26990,Mercedes-Benz CLA CLA 200 d Shooting Brake,Diésel,2018,116846,Automático,136,Diésel
1635,23900,Mercedes-Benz CLA CLA 200 d,Diésel,2018,102364,Automático,136,Diésel
1636,39990,Mercedes-Benz Clase E Coupé E 220 d,Diésel,2019,83602,Automático,194,Diésel
1637,21900,Mercedes-Benz Clase A A 180 d,Diésel,2021,135641,Automático,115,Diésel
1638,26800,Mercedes-Benz Clase C C 200 d Estate,Diésel,2018,142000,Automático,135,Diésel
1639,20990,Mercedes-Benz Clase A 160 d 5d,Diésel,2019,95543,Manual,96,Diésel
1640,29900,Mercedes-Benz Clase B B 180 d,Diésel,2019,94213,Automático,115,Diésel
1641,18990,Peugeot 308 SW Active Pack BlueHDi 130 S&S,Diésel,2021,74684,Manual,130,Diésel
1642,18900,Nissan Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2019,159231,Manual,149,Diésel
1643,31900,Mercedes-Benz Clase C C 200 d,Diésel,2018,54518,Automático,149,Diésel
1644,22900,Mercedes-Benz Clase A A 180 d,Diésel,2018,92258,Automático,115,Diésel
1645,47900,Mercedes-Benz Clase V 220 d Clase V Largo,Diésel,2019,135288,Automático,163,Diésel
1646,21500,Nissan Qashqai dCi 96 kW (130 CV) ACENTA,Diésel,2018,57541,Manual,130,Diésel
1647,23999,Peugeot Rifter Active Pack Business Standard BlueHDi 100,Diésel,2023,28,Manual,100,Diésel
1648,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,107367,Manual,90,Diésel
1649,18900,Peugeot 308 5p Active Pack BlueHDi 130 S&S,Diésel,2021,67656,Manual,130,Diésel
1650,12900,Peugeot Partner Pro 1.6 75CV,Diésel,2019,143000,Manual,75,Diésel
1651,10352,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,135645,Manual,90,Diésel
1652,21500,Opel Vivaro 2.0 Diésel 88kW (120CV) L Inc. Express,Diésel,2021,123967,Manual,120,Diésel
1653,34900,Mercedes-Benz Clase C C 200 d,Diésel,2021,15018,Automático,160,Diésel
1654,10990,Renault Captur Intens Energy TCe 120 EDC Euro 6,Gasolina,2015,80911,Automático,120,Gasolina
1655,13490,Renault Clio Zen TCe 74 kW (100CV) GLP,Otros,2021,29417,Manual,100,Otros
1656,10000,RENAULT CLIO 1.5DCI ECO2 EXPRESSION,Diésel,2014,68000,Automático,90,Diésel
1657,3300,Renault Megane 2009,Diésel,2009,242000,Manual,105,Diésel
1658,14450,Renault Clio GT TCe 120 EDC,Gasolina,2015,27916,Automático,120,Gasolina
1659,14045,Renault Kadjar Zen Energy TCe 97 kW (130 CV),Gasolina,2016,44669,Manual,130,Gasolina
1660,6490,Renault Trafic 2008,Diésel,2008,259000,Manual,115,Diésel
1661,6000,Renault Kangoo 2018,Diésel,2018,258633,Manual,90,Diésel
1662,12499,Renault Trafic 2019,Diésel,2019,154000,Manual,120,Diésel
1663,990,Renault Megane 2000,Gasolina,2000,178000,Manual,110,Gasolina
1664,6490,Renault Trafic 2008,Diésel,2008,259000,Manual,115,Diésel
1665,11480,Renault Kangoo 1.5 cc 80cv,Diésel,2020,149000,Manual,80,Diésel
1666,1350,Renault Scenic 2002,Diésel,2002,245312,Manual,105,Diésel
1668,40,Renault Kangoo 2003,Diésel,2003,140000,Manual,65,Diésel
1669,8900,Renault Kangoo 2019,Diésel,2019,132000,Manual,90,Diésel
1670,21652,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,62206,Manual,130,Diésel
1671,21570,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,76791,Manual,130,Diésel
1672,10661,"Volkswagen Caddy Profesional Furgón ""Business"" 2.0 TDI EU6 SCR BMT 55 kW (75 CV)",Diésel,2019,62920,Manual,75,Diésel
1673,21818,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,51956,Manual,130,Diésel
1674,21239,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,84272,Manual,130,Diésel
1675,37107,Mercedes-Benz Vito Tourer Select 114 2.0 CDI 136CV SWB L 4P 9 PLAZAS,Diésel,2022,35651,Automático,136,Diésel
1676,17768,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,119154,Manual,157,Diésel
1677,37107,Mercedes-Benz Vito Tourer Select 114 2.0 CDI 136CV SWB L 4P 9 PLAZAS,Diésel,2022,32366,Automático,136,Diésel
1678,20578,Iveco Daily 2.3 TD 35S 16V 3520L/H2 12 M3,Diésel,2021,120359,Manual,157,Diésel
1679,21570,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,74154,Manual,130,Diésel
1680,18016,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,103516,Manual,157,Diésel
1681,23057,Fiat Ducato Combi 2.3 Multijet 103kW 33 L2 H2 140 4P 9 PLAZAS,Diésel,2019,124537,Manual,140,Diésel
1682,17768,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,117793,Manual,157,Diésel
1683,22231,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,47835,Manual,130,Diésel
1684,21735,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,58163,Manual,130,Diésel
1685,17500,Renault Espace 2016,Diésel,2016,129500,Manual,160,Diésel
1686,3100,Renault Megane 2013,Diésel,2013,198400,Manual,130,Diésel
1687,37107,Mercedes-Benz Vito Tourer Select 114 2.0 CDI 136CV SWB L 4P 9 PLAZAS,Diésel,2022,44577,Automático,136,Diésel
1688,37107,Mercedes-Benz Vito Tourer Select 114 2.0 CDI 136CV SWB L 4P 9 PLAZAS,Diésel,2022,32502,Automático,136,Diésel
1689,21570,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,72342,Manual,130,Diésel
1690,18016,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,108823,Manual,157,Diésel
1691,21652,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,62059,Manual,130,Diésel
1692,21818,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,53119,Manual,130,Diésel
1693,18016,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,108823,Manual,157,Diésel
1694,17933,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,111974,Manual,157,Diésel
1695,21570,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,73902,Manual,130,Diésel
1696,22231,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,46354,Manual,130,Diésel
1697,19752,Mercedes-Benz Sprinter 314 CDI MEDIO 3.5T T. ALTO furgón 105KW (143CV) 4P manual,Diésel,2017,166866,Manual,143,Diésel
1698,37107,Mercedes-Benz Vito Tourer Select 114 2.0 CDI 136CV SWB L 4P 9 PLAZAS,Diésel,2022,32817,Automático,136,Diésel
1699,25900,Mercedes-Benz GLA 180d,Diésel,2017,98000,Manual,109,Diésel
1700,28900,Mercedes-Benz GLA GLA 220 d,Diésel,2017,182494,Automático,176,Diésel
1701,45900,Mercedes-Benz GLC GLC 220 d 4MATIC,Diésel,2018,88158,Automático,170,Diésel
1702,13900,Peugeot 308 SW Access BlueHDi 100 S&S 6 Vel. MAN,Diésel,2019,99230,Manual,102,Diésel
1703,18990,Opel Insignia ST 1.6 CDTi 100kW Turbo D Innovation Aut,Diésel,2020,83754,Automático,136,Diésel
1704,32900,Nissan Navara NP300 2.3dCi 190CV Tekna Auto 4X4 Double Cab,Diésel,2019,101736,Automático,190,Diésel
1705,23500,Peugeot 5008 1.5 BlueHDi 96kW S&S EAT8 Crossway 5d 7 Places,Diésel,2019,124168,Automático,130,Diésel
1706,23900,Opel Combo Life 1.5 TD 75kW (100CV) S/S Ed. Plus XL 7Pla,Diésel,2021,100269,Manual,102,Diésel
1707,14500,Opel Corsa 1.5D DT 74kW (100CV) Edition,Diésel,2021,80875,Manual,102,Diésel
1708,13900,Opel Astra 1.6 CDTi S/S 81kW (110CV) Selective Pro,Diésel,2019,118553,Manual,110,Diésel
1709,25700,Peugeot 508 5P Allure Pack BlueHDi 130 S&S EAT8,Diésel,2022,59373,Automático,130,Diésel
1710,23900,Opel Combo Life 1.5 TD 75kW (100CV) S/S Ed. Plus XL 7Pla,Diésel,2021,82317,Manual,102,Diésel
